t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;H2_stock;Load;Defailance;Exces
2731;885.17;2851.12;1265.61;74.0;0.0;37.0;7287.62;0.0;1200.0;1290.0;0.0;66.11;539012.89;7595.0;0.0;0.0
2732;0.0;3296.6;1463.36;30.47;0.0;25.9;6087.62;0.0;1200.0;1720.0;0.0;708.14;535572.89;8414.0;0.0;0.0
2733;0.0;3390.27;1504.94;0.0;0.0;-0.0;4887.62;0.0;1200.0;2029.79;0.0;0.0;531513.3;8125.0;0.0;0.0
2734;0.0;3319.45;1473.5;0.0;0.0;-0.0;3687.62;0.0;1200.0;1708.05;0.0;0.0;528097.2;7701.0;0.0;0.0
2735;0.0;2963.06;1315.3;-0.0;0.0;0.0;2487.62;0.0;1200.0;2485.64;0.0;0.0;523125.92;7964.0;0.0;0.0
2736;0.0;2969.91;1318.34;-0.0;0.0;0.0;1287.62;0.0;1015.71;2866.03;0.0;0.0;517393.86;8170.0;0.0;0.0
2737;0.0;2937.93;1304.14;-0.0;0.0;0.0;271.9;0.0;0.0;3393.93;0.0;0.0;510606.0;7636.0;0.0;0.0
2738;0.0;2513.0;1115.52;-0.0;0.0;0.0;271.9;0.0;0.0;3659.48;0.0;0.0;503287.05;7288.0;0.0;0.0
2739;0.0;2679.78;1189.55;-0.0;0.0;0.0;271.9;0.0;0.0;3114.68;0.0;0.0;497057.7;6984.0;0.0;0.0
2740;0.0;2741.46;1216.93;-0.0;0.0;0.0;271.9;0.0;0.0;2672.61;0.0;0.0;491712.48;6631.0;0.0;0.0
2741;0.0;2778.01;1233.16;0.0;0.0;0.0;271.9;0.0;0.0;2632.83;0.0;0.0;486446.81;6644.0;0.0;0.0
2742;0.0;2976.77;1321.38;-0.0;0.0;0.0;271.9;0.0;0.0;2855.85;0.0;0.0;480735.11;7154.0;0.0;0.0
2743;0.0;3294.32;1462.34;-0.0;0.0;0.0;271.9;0.0;0.0;3390.34;0.0;0.0;473954.44;8147.0;0.0;0.0
2744;0.0;3328.59;1477.56;-0.0;0.0;0.0;271.9;0.0;0.0;4245.86;0.0;0.0;465462.73;9052.0;0.0;0.0
2745;675.95;2976.77;1321.38;-0.0;0.0;-0.0;271.9;0.0;271.9;4300.0;0.0;0.0;456862.73;9546.0;0.0;0.0
2746;5471.94;3102.42;1377.16;0.0;0.0;-0.0;0.0;102.52;0.0;0.0;0.0;0.0;456862.73;9849.0;0.0;0.0
2747;13309.69;2924.22;1298.06;0.0;0.0;0.0;76.89;1200.0;0.0;0.0;0.0;0.0;461320.3;9964.0;0.0;6367.97
2748;21034.78;2720.9;1207.8;-0.0;0.0;0.0;976.89;1200.0;0.0;0.0;0.0;0.0;470877.74;10110.0;0.0;13653.48
2749;25170.92;2595.25;1152.03;-0.0;0.0;0.0;1876.89;1200.0;0.0;0.0;0.0;0.0;483195.08;10122.0;0.0;17596.2
2750;26667.66;2238.86;993.83;-0.0;-0.0;0.0;2776.89;1200.0;0.0;0.0;0.0;0.0;496322.41;9947.0;0.0;18753.34
2751;25492.8;2241.14;994.84;0.0;13.06;0.0;3676.89;1200.0;0.0;0.0;0.0;0.0;508752.12;9759.0;0.0;17756.72
2752;21646.35;2679.78;1189.55;11.1;37.0;0.0;4576.89;1200.0;0.0;0.0;0.0;0.0;519130.79;9452.0;0.0;14826.67
2753;14259.23;2624.95;1165.21;42.55;37.0;0.0;5476.89;1200.0;0.0;0.0;0.0;0.0;524446.86;9218.0;0.0;7594.39
2754;5906.48;2828.27;1255.47;74.0;0.0;-0.0;6376.89;877.21;0.0;0.0;0.0;0.0;524446.86;9113.0;0.0;0.0
2755;917.35;2903.66;1288.93;74.0;0.0;0.0;7034.8;0.0;1028.05;3440.0;0.0;0.0;517566.86;9578.0;0.0;0.0
2756;0.0;3417.68;1517.11;74.0;0.0;-0.0;6006.74;0.0;960.21;4300.0;0.0;0.0;508966.86;10195.0;0.0;0.0
2757;0.0;3568.47;1584.04;74.0;0.0;0.0;5046.54;0.0;0.0;4236.5;0.0;0.0;500493.87;9389.0;0.0;0.0
2758;0.0;3589.03;1593.16;74.0;0.0;0.0;5046.54;0.0;0.0;3518.81;0.0;0.0;493456.25;8701.0;0.0;0.0
2759;0.0;3479.37;1544.49;74.0;0.0;0.0;5046.54;0.0;0.0;3845.15;0.0;0.0;485765.96;8869.0;0.0;0.0
2760;0.0;2960.78;1314.28;74.0;0.0;0.0;5046.54;0.0;17.94;4730.0;0.0;0.0;476305.96;9023.0;0.0;0.0
2761;0.0;3216.64;1427.86;74.0;0.0;0.0;5028.6;0.0;0.0;3844.49;0.0;0.0;468616.98;8489.0;0.0;0.0
2762;0.0;3031.6;1345.72;74.0;0.0;0.0;5028.6;0.0;0.0;3727.68;0.0;0.0;461161.61;8105.0;0.0;0.0
2763;0.0;2718.61;1206.79;74.0;0.0;0.0;5028.6;0.0;0.0;3881.6;0.0;0.0;453398.42;7807.0;0.0;0.0
2764;0.0;2225.15;987.74;74.0;0.0;0.0;5028.6;0.0;0.0;4215.11;0.0;0.0;444968.2;7428.0;0.0;0.0
2765;0.0;2170.32;963.4;74.0;0.0;0.0;5028.6;0.0;0.0;4247.28;0.0;0.0;436473.65;7381.0;0.0;0.0
2766;0.0;2046.96;908.64;74.0;0.0;0.0;5028.6;0.0;0.0;4869.4;0.0;0.0;426734.85;7825.0;0.0;0.0
2767;0.0;2044.67;907.63;74.0;0.0;0.0;5028.6;0.0;652.7;5160.0;0.0;0.0;416414.85;8765.0;0.0;0.0
2768;0.0;2024.11;898.5;74.0;0.0;37.0;4375.89;0.0;1200.0;5160.0;0.0;339.39;406094.85;9659.0;0.0;0.0
2769;595.48;1957.86;869.09;30.47;0.0;25.9;3175.89;0.0;1200.0;5160.0;0.0;290.68;395774.85;10099.0;0.0;0.0
2770;4795.99;1948.72;865.03;-0.0;0.0;0.0;1975.89;0.0;0.0;2741.25;0.0;0.0;390292.34;10351.0;0.0;0.0
2771;11780.76;1845.92;819.4;0.0;0.0;0.0;1975.89;1200.0;0.0;0.0;0.0;0.0;392281.8;10404.0;0.0;2842.08
2772;18395.37;1772.81;786.95;-0.0;0.0;0.0;2875.89;1200.0;0.0;0.0;0.0;0.0;398754.09;10509.0;0.0;9246.13
2773;22241.82;1864.19;827.51;-0.0;-0.0;0.0;3775.89;1200.0;0.0;0.0;0.0;0.0;408041.36;10466.0;0.0;13267.53
2774;23802.94;1736.26;770.72;-0.0;0.0;0.0;4675.89;1200.0;0.0;0.0;0.0;0.0;418450.3;10240.0;0.0;14869.92
2775;21968.23;1567.2;695.68;0.0;13.06;0.0;5575.89;1200.0;0.0;0.0;0.0;0.0;427536.33;10038.0;0.0;12980.05
2776;18668.97;1651.73;733.2;11.1;37.0;0.0;6475.89;1200.0;0.0;0.0;0.0;0.0;434605.56;9718.0;0.0;10098.9
2777;12762.49;1635.74;726.1;42.55;37.0;0.0;7375.89;1200.0;0.0;0.0;0.0;0.0;437673.89;9504.0;0.0;4383.33
2778;5262.72;1727.12;766.67;74.0;0.0;0.0;8275.89;0.0;0.0;1706.5;0.0;0.0;434260.9;9463.0;0.0;0.0
2779;708.13;2078.94;922.84;74.0;0.0;0.0;8275.89;0.0;1152.09;5160.0;0.0;0.0;423940.9;10022.0;0.0;0.0
2780;0.0;2019.54;896.47;74.0;0.0;37.0;7123.81;0.0;1200.0;5160.0;0.0;1317.99;413620.9;10631.0;0.0;0.0
2781;0.0;2270.84;1008.02;30.47;0.0;25.9;5923.81;0.0;1200.0;5160.0;0.0;114.23;403300.9;9779.0;0.0;0.0
2782;0.0;1987.56;882.27;0.0;0.0;0.0;4723.81;0.0;1044.17;5160.0;0.0;0.0;392980.9;9074.0;0.0;0.0
2783;0.0;2270.84;1008.02;-0.0;0.0;0.0;3679.64;0.0;808.13;5160.0;0.0;0.0;382660.9;9247.0;0.0;0.0
2784;0.0;2291.4;1017.15;-0.0;0.0;0.0;2871.5;0.0;905.45;5160.0;0.0;0.0;372340.9;9374.0;0.0;0.0
2785;0.0;2074.37;920.81;-0.0;0.0;0.0;1966.06;0.0;552.82;5160.0;0.0;0.0;362020.9;8708.0;0.0;0.0
2786;0.0;2060.66;914.73;-0.0;0.0;-0.0;1413.24;0.0;615.61;4730.0;0.0;0.0;352560.9;8321.0;0.0;0.0
2787;0.0;2101.78;932.98;0.0;0.0;-0.0;797.63;0.0;256.24;4730.0;0.0;0.0;343100.9;8021.0;0.0;0.0
2788;0.0;2067.52;917.77;0.0;0.0;0.0;541.39;0.0;0.0;4651.72;0.0;0.0;333797.47;7637.0;0.0;0.0
2789;0.0;2044.67;907.63;-0.0;0.0;0.0;541.39;0.0;0.0;4639.7;0.0;0.0;324518.06;7592.0;0.0;0.0
2790;0.0;2250.28;998.9;-0.0;0.0;0.0;541.39;0.0;0.0;4802.82;0.0;0.0;314912.42;8052.0;0.0;0.0
2791;0.0;2656.93;1179.41;-0.0;0.0;-0.0;541.39;0.0;5.66;5160.0;0.0;0.0;304592.42;9002.0;0.0;0.0
2792;0.0;2803.14;1244.31;0.0;0.0;-0.0;535.73;0.0;535.73;5160.0;0.0;151.82;294272.42;9895.0;0.0;0.0
2793;531.1;2206.87;979.63;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;0.0;1429.4;283952.42;10307.0;0.0;0.0
2794;4377.55;2124.63;943.12;0.0;0.0;-0.0;-0.0;0.0;0.0;3010.0;0.0;68.7;277932.42;10524.0;0.0;0.0
2795;11217.48;2113.21;938.05;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;279700.43;10543.0;0.0;2525.73
2796;17783.8;2110.92;937.04;-0.0;-0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;286009.37;10619.0;0.0;9012.76
2797;21726.82;2517.57;1117.55;0.0;-0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;295531.42;10559.0;0.0;13602.94
2798;22917.77;2599.82;1154.06;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;306135.47;10323.0;0.0;15148.64
2799;21002.59;2535.85;1125.66;0.0;13.06;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;315484.0;10096.0;0.0;13355.04
2800;17815.99;2519.86;1118.56;11.1;37.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;322801.39;9764.0;0.0;10453.41
2801;12569.37;2837.41;1259.52;42.55;37.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;326925.99;9537.0;0.0;5892.3
2802;4763.81;3680.41;1633.73;74.0;0.0;0.0;6300.0;606.94;0.0;0.0;0.0;0.0;326925.99;9471.0;0.0;0.0
2803;659.85;4315.51;1915.65;74.0;0.0;37.0;6755.21;0.0;1200.0;1720.0;0.0;169.98;323485.99;10018.0;0.0;0.0
2804;0.0;4619.36;2050.53;30.47;0.0;25.9;5555.21;0.0;1200.0;2580.0;0.0;119.22;318325.99;10595.0;0.0;0.0
2805;0.0;4107.62;1823.37;-0.0;0.0;0.0;4355.21;0.0;838.01;3010.0;0.0;0.0;312305.99;9779.0;0.0;0.0
2806;0.0;4029.94;1788.89;0.0;0.0;-0.0;3517.19;0.0;288.17;3010.0;0.0;0.0;306285.99;9117.0;0.0;0.0
2807;0.0;3952.27;1754.41;-0.0;0.0;0.0;3229.02;0.0;1013.32;2580.0;0.0;0.0;301125.99;9300.0;0.0;0.0
2808;0.0;3454.24;1533.33;0.0;0.0;-0.0;2215.7;0.0;574.43;3870.0;0.0;0.0;293385.99;9432.0;0.0;0.0
2809;0.0;3397.12;1507.98;-0.0;0.0;0.0;1641.27;0.0;0.0;3866.9;0.0;0.0;285652.2;8772.0;0.0;0.0
2810;0.0;2979.05;1322.4;-0.0;0.0;0.0;1641.27;0.0;221.55;3870.0;0.0;0.0;277912.2;8393.0;0.0;0.0
2811;0.0;2828.27;1255.47;0.0;0.0;-0.0;1419.72;0.0;143.26;3870.0;0.0;0.0;270172.2;8097.0;0.0;0.0
2812;0.0;2880.82;1278.79;0.0;0.0;0.0;1276.46;0.0;0.0;3560.39;0.0;0.0;263051.41;7720.0;0.0;0.0
2813;0.0;2766.59;1228.09;-0.0;0.0;0.0;1276.46;0.0;0.0;3689.33;0.0;0.0;255672.76;7684.0;0.0;0.0
2814;0.0;2759.73;1225.04;-0.0;0.0;0.0;1276.46;0.0;0.0;4173.22;0.0;0.0;247326.32;8158.0;0.0;0.0
2815;0.0;2871.68;1274.73;-0.0;0.0;0.0;1276.46;0.0;0.0;4983.59;0.0;0.0;237359.14;9130.0;0.0;0.0
2816;0.0;3118.41;1384.26;-0.0;0.0;0.0;1276.46;0.0;383.33;5160.0;0.0;0.0;227039.14;10046.0;0.0;0.0
2817;482.82;2723.18;1208.82;-0.0;0.0;-0.0;893.12;0.0;886.18;5160.0;0.0;0.0;216719.14;10461.0;0.0;0.0
2818;3959.11;2387.35;1059.74;0.0;0.0;-0.0;6.94;0.0;0.0;3252.79;0.0;0.0;210213.55;10659.0;0.0;0.0
2819;10911.69;2241.14;994.84;0.0;0.0;0.0;6.94;1200.0;0.0;0.0;0.0;0.0;211833.83;10633.0;0.0;2314.67
2820;17622.86;2021.83;897.49;-0.0;0.0;0.0;906.94;1200.0;0.0;0.0;0.0;0.0;217901.55;10674.0;0.0;8668.17
2821;21211.81;1793.37;796.08;-0.0;0.0;0.0;1806.94;1200.0;0.0;0.0;0.0;0.0;226319.23;10576.0;0.0;12025.26
2822;22483.23;1724.83;765.65;-0.0;0.0;0.0;2706.94;1200.0;0.0;0.0;0.0;0.0;235738.93;10317.0;0.0;13456.72
2823;21034.78;1462.11;649.03;-0.0;13.06;0.0;3606.94;1200.0;0.0;0.0;0.0;0.0;244037.33;10078.0;0.0;11854.86
2824;17815.99;1368.44;607.45;11.1;37.0;0.0;4506.94;1200.0;0.0;0.0;0.0;0.0;250204.95;9744.0;0.0;8810.89
2825;11700.29;1203.96;534.44;42.55;37.0;0.0;5406.94;1200.0;0.0;0.0;0.0;0.0;252080.73;9522.0;0.0;2679.69
2826;4071.77;1139.99;506.04;74.0;0.0;0.0;6306.94;0.0;330.2;3440.0;0.0;0.0;245200.73;9488.0;0.0;0.0
2827;482.82;870.41;386.38;74.0;0.0;37.0;5976.74;0.0;1200.0;5160.0;0.0;1941.39;234880.73;10078.0;0.0;0.0
2828;0.0;881.84;391.45;30.47;0.0;25.9;4776.74;0.0;1200.0;5160.0;0.0;2987.82;224560.73;10647.0;0.0;0.0
2829;0.0;779.03;345.81;0.0;0.0;-0.0;3576.74;0.0;1200.0;5160.0;0.0;2355.16;214240.73;9840.0;0.0;0.0
2830;0.0;751.62;333.64;0.0;0.0;-0.0;2376.74;0.0;1200.0;5160.0;0.0;1739.74;203920.73;9185.0;0.0;0.0
2831;0.0;817.87;363.05;0.0;0.0;-0.0;1176.74;0.0;1176.74;5160.0;0.0;1847.34;193600.73;9365.0;0.0;0.0
2832;0.0;868.13;385.36;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;0.0;3078.51;183280.73;9492.0;0.0;0.0
2833;0.0;1007.49;447.22;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;0.0;2302.29;172960.73;8917.0;0.0;0.0
2834;0.0;1311.33;582.1;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;0.0;1453.57;162640.73;8507.0;0.0;0.0
2835;0.0;1473.53;654.1;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;0.0;921.37;152320.73;8209.0;0.0;0.0
2836;0.0;1772.81;786.95;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;0.0;105.24;142000.73;7825.0;0.0;0.0
2837;0.0;1985.27;881.26;0.0;0.0;0.0;-0.0;0.0;0.0;4892.47;0.0;0.0;132215.8;7759.0;0.0;0.0
2838;0.0;1848.2;820.41;-0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;0.0;368.39;121895.8;8197.0;0.0;0.0
2839;0.0;1763.67;782.89;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;0.0;1378.44;111575.8;9085.0;0.0;0.0
2840;0.0;1615.18;716.97;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;0.0;2491.85;101255.8;9984.0;0.0;0.0
2841;273.6;1658.58;736.24;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;0.0;2617.58;90935.8;10446.0;0.0;0.0
2842;2591.12;1804.79;801.15;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;0.0;306.94;80615.8;10664.0;0.0;0.0
2843;7451.49;1861.91;826.5;-0.0;0.0;0.0;-0.0;0.0;0.0;430.0;0.0;98.1;79755.8;10668.0;0.0;0.0
2844;12714.21;2243.43;995.85;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;82592.55;10701.0;0.0;4052.49
2845;15659.4;2707.19;1201.72;-0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;87984.86;10665.0;0.0;7703.31
2846;16979.11;2647.79;1175.35;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;94445.34;10373.0;0.0;9229.25
2847;17864.27;2716.33;1205.78;-0.0;13.06;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;101792.76;10077.0;0.0;10496.32
2848;16415.82;2679.78;1189.55;11.1;37.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;108337.16;9699.0;0.0;9349.14
2849;12054.36;2752.88;1222.0;42.55;37.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;112081.63;9443.0;0.0;5349.24
2850;4795.99;2862.54;1270.68;74.0;0.0;-0.0;5400.0;0.0;497.79;0.0;0.0;0.0;112081.63;9427.0;0.0;0.0
2851;756.42;3335.44;1480.6;74.0;0.0;0.0;4902.21;0.0;987.55;3440.0;0.0;0.0;105201.63;10000.0;0.0;0.0
2852;0.0;2672.92;1186.51;74.0;0.0;37.0;3914.67;0.0;1200.0;5160.0;0.0;196.57;94881.63;10453.0;0.0;0.0
2853;0.0;2154.33;956.3;30.47;0.0;25.9;2714.67;0.0;1200.0;5160.0;0.0;239.47;84561.63;9736.0;0.0;0.0
2854;0.0;1935.01;858.95;0.0;0.0;-0.0;1514.67;0.0;1200.0;5160.0;0.0;39.04;74241.63;9193.0;0.0;0.0
2855;0.0;2083.51;924.87;0.0;0.0;-0.0;314.67;0.0;314.67;5160.0;0.0;929.96;63921.63;9413.0;0.0;0.0
2856;0.0;2197.74;975.57;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;0.0;1249.69;53601.63;9583.0;0.0;0.0
2857;0.0;2314.25;1027.29;0.0;0.0;0.0;0.0;0.0;0.0;1812.0;0.0;0.0;16229.05;8915.0;3761.46;0.0
2858;0.0;1686.0;748.41;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;6000.0;16229.05;8503.0;68.59;0.0
2859;0.0;1590.05;705.82;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;16229.05;8159.0;5863.13;0.0
2860;0.0;1436.98;637.87;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;16229.05;7718.0;5643.14;0.0
2861;0.0;1423.27;631.79;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;16229.05;7574.0;5518.94;0.0
2862;0.0;1249.65;554.72;-0.0;0.0;-0.0;-0.0;0.0;0.0;1720.0;0.0;4225.63;12789.05;7750.0;0.0;0.0
2863;0.0;1146.84;509.08;-0.0;0.0;0.0;-0.0;0.0;0.0;1720.0;0.0;4820.07;9349.05;8196.0;0.0;0.0
2864;0.0;1089.73;483.73;0.0;0.0;0.0;-0.0;0.0;0.0;1720.0;0.0;0.0;5909.05;8655.0;5361.54;0.0
2865;400.0;1135.42;504.01;-0.0;0.0;-0.0;-0.0;0.0;0.0;1720.0;0.0;5349.57;2469.05;9109.0;0.0;0.0
2866;5100.0;1117.14;495.9;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;2826.96;2469.05;9540.0;0.0;0.0
2867;15200.0;1482.67;658.16;0.0;-0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;7074.23;9562.0;0.0;6578.83
2868;25133.33;1793.37;796.08;0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;18944.68;9565.0;0.0;16957.78
2869;31566.67;1857.34;824.47;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;35281.61;9710.0;0.0;23338.48
2870;34000.0;2065.23;916.75;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;53865.2;9234.0;0.0;26547.99
2871;32316.67;2019.54;896.47;-0.0;2647.06;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;69679.34;8794.0;0.0;22591.62
2872;26950.0;2243.43;995.85;2250.0;7500.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;78827.13;8421.0;0.0;13068.28
2873;17350.0;2170.32;963.4;8625.0;7500.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;81293.74;8260.0;0.0;3523.72
2874;6366.67;2222.87;986.73;15000.0;0.0;-0.0;6300.0;1155.26;0.0;0.0;0.0;0.0;81293.74;8421.0;0.0;0.0
2875;766.67;1994.41;885.32;15000.0;0.0;-0.0;7166.45;0.0;0.0;0.0;0.0;0.0;81293.74;9141.0;5494.61;0.0
2876;0.0;1923.59;853.88;15000.0;0.0;5978.53;7166.45;0.0;1200.0;0.0;0.0;0.0;81293.74;9956.0;0.0;0.0
2877;0.0;1660.87;737.26;7966.43;0.0;0.0;5966.45;0.0;0.0;0.0;0.0;0.0;81293.74;9505.0;7106.88;0.0
2878;0.0;1519.22;674.38;7966.43;0.0;5700.39;5966.45;0.0;1200.0;0.0;0.0;0.0;81293.74;9094.0;0.0;0.0
2879;0.0;1290.77;572.97;1260.09;0.0;0.0;4766.45;0.0;0.0;604.0;0.0;0.0;80085.74;9458.0;6990.26;0.0
2880;0.0;1162.84;516.18;1260.09;0.0;0.0;4766.45;0.0;0.0;1720.0;0.0;0.0;76645.74;9754.0;6354.98;0.0
2881;0.0;1247.36;553.7;1260.09;0.0;1071.08;4766.45;0.0;1200.0;1720.0;0.0;3483.86;73205.74;9276.0;0.0;0.0
2882;0.0;1286.2;570.94;-0.0;0.0;0.0;3566.45;0.0;1200.0;1720.0;0.0;4139.86;69765.74;8917.0;0.0;0.0
2883;0.0;1080.59;479.67;0.0;0.0;-0.0;2366.45;0.0;1200.0;5160.0;0.0;111.74;59445.74;8032.0;0.0;0.0
2884;0.0;1032.62;458.38;0.0;0.0;-0.0;1166.45;0.0;1166.45;5160.0;0.0;61.56;49125.74;7879.0;0.0;0.0
2885;0.0;1110.29;492.86;0.0;0.0;0.0;-0.0;0.0;0.0;1812.0;0.0;0.0;45501.74;7876.0;4460.85;0.0
2886;0.0;1041.75;462.43;-0.0;0.0;0.0;-0.0;0.0;0.0;1812.0;0.0;0.0;41877.74;8075.0;4758.81;0.0
2887;0.0;964.08;427.95;-0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;0.0;1866.97;31557.74;8419.0;0.0;0.0
2888;283.33;906.97;402.6;0.0;0.0;0.0;0.0;0.0;0.0;1812.0;0.0;0.0;27933.74;8549.0;5144.1;0.0
2889;4966.67;858.99;381.3;-0.0;0.0;-0.0;-0.0;0.0;-0.0;2580.0;0.0;234.04;22773.74;9021.0;0.0;0.0
2890;13950.0;918.39;407.67;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;26086.18;9344.0;0.0;4732.06
2891;22366.67;961.79;426.94;-0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;35269.76;9436.0;0.0;13119.4
2892;27400.0;1151.41;511.11;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;48089.23;9549.0;0.0;18313.52
2893;29566.67;1055.46;468.52;-0.0;-0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;62178.58;9763.0;0.0;20127.65
2894;27016.67;1224.52;543.56;0.0;5033.7;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;71520.82;9205.0;0.0;13346.05
2895;21800.0;1238.23;549.65;4278.64;7500.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;75819.43;8747.0;0.0;6140.87
2896;13133.33;1139.99;506.04;10653.64;5113.36;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;75819.43;8466.0;0.0;0.0
2897;4333.33;1167.4;518.21;15000.0;0.0;1236.05;6300.0;0.0;1200.0;0.0;0.0;0.0;75819.43;8455.0;0.0;0.0
2898;533.33;1130.85;501.98;13545.82;0.0;3144.2;5100.0;0.0;414.63;3440.0;0.0;0.0;68939.43;9165.0;0.0;0.0
2899;0.0;751.62;333.64;9846.76;0.0;5608.74;4685.37;0.0;0.0;3440.0;0.0;0.0;62059.43;10134.0;0.0;0.0
2900;0.0;728.77;323.5;3248.24;0.0;0.0;4685.37;0.0;1200.0;3870.0;0.0;4140.73;54319.43;10263.0;0.0;0.0
2901;0.0;831.58;369.14;3248.24;0.0;2287.4;3485.37;0.0;1200.0;3870.0;0.0;1221.89;46579.43;9780.0;0.0;0.0
2902;0.0;852.14;378.26;557.18;0.0;473.6;2285.37;0.0;1200.0;430.0;0.0;6000.0;45719.43;9334.0;0.0;0.0
2903;0.0;1144.56;508.07;-0.0;0.0;0.0;1085.37;0.0;1085.37;860.0;0.0;6000.0;43999.43;9598.0;0.0;0.0
2904;0.0;1153.7;512.12;0.0;0.0;0.0;0.0;0.0;0.0;860.0;0.0;0.0;42279.43;9803.0;7277.18;0.0
2905;0.0;1261.07;559.79;-0.0;0.0;0.0;-0.0;0.0;0.0;1720.0;0.0;0.0;38839.43;9366.0;5825.14;0.0
2906;0.0;1585.48;703.79;-0.0;0.0;0.0;-0.0;0.0;0.0;604.0;0.0;0.0;37631.43;9072.0;6178.73;0.0
2907;0.0;2174.89;965.43;-0.0;0.0;0.0;-0.0;0.0;0.0;604.0;0.0;0.0;36423.43;8786.0;5041.68;0.0
2908;0.0;2659.21;1180.42;-0.0;0.0;0.0;-0.0;0.0;0.0;453.0;0.0;0.0;35517.43;8433.0;4140.36;0.0
2909;0.0;2716.33;1205.78;-0.0;0.0;0.0;-0.0;0.0;0.0;151.0;0.0;0.0;35215.43;8469.0;4395.9;0.0
2910;0.0;2816.85;1250.4;-0.0;0.0;0.0;-0.0;0.0;0.0;3870.0;0.0;0.0;27475.43;9060.0;1122.76;0.0
2911;0.0;3068.15;1361.95;-0.0;0.0;0.0;-0.0;0.0;0.0;3870.0;0.0;0.0;19735.43;10012.0;1711.9;0.0
2912;300.0;3282.9;1457.27;-0.0;0.0;-0.0;-0.0;0.0;-0.0;3440.0;0.0;2136.83;12855.43;10617.0;0.0;0.0
2913;4033.33;3509.07;1557.67;0.0;0.0;-0.0;0.0;0.0;0.0;1208.0;0.0;0.0;10439.43;10979.0;670.93;0.0
2914;11300.0;4098.48;1819.31;0.0;0.0;0.0;-0.0;1200.0;0.0;0.0;0.0;0.0;13917.58;11049.0;0.0;4968.79
2915;19966.67;4048.22;1797.0;-0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;23445.9;11000.0;0.0;13611.89
2916;24516.67;4173.87;1852.78;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;36256.82;11042.0;0.0;18301.31
2917;26783.33;4130.46;1833.51;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;50615.44;11035.0;0.0;20512.31
2918;24900.0;3652.99;1621.56;-0.0;3273.97;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;61075.24;10758.0;0.0;14942.58
