t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;H2_stock;Load;Defailance;Exces
7590;0.0;676.23;300.18;0.0;0.0;-0.0;-0.0;0.0;0.0;746.6;0.0;6000.0;1.016307558e7;7723.0;0.0;0.0
7591;383.33;767.61;340.74;0.0;0.0;-0.0;-0.0;0.0;0.0;299.32;0.0;6000.0;1.016247694e7;7791.0;0.0;0.0
7592;3766.67;941.23;417.81;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;2892.29;1.016247694e7;8018.0;0.0;0.0
7593;12050.0;1293.05;573.99;0.0;-0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;1.016549327e7;8408.0;0.0;4309.04
7594;22766.67;1512.37;671.34;0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;1.017599633e7;8746.0;0.0;15004.38
7595;31716.67;1919.02;851.85;0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;1.019309281e7;8864.0;0.0;24423.54
7596;37733.33;2165.75;961.37;0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;1.021458663e7;8955.0;0.0;30705.46
7597;40833.33;2286.83;1015.12;0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;1.023818313e7;9226.0;0.0;33709.29
7598;42383.33;2784.86;1236.2;0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;1.026372291e7;8719.0;0.0;36485.4
7599;42383.33;3136.69;1392.37;0.0;0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;1.028995638e7;8236.0;0.0;37476.39
7600;40200.0;3433.68;1524.21;0.0;0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;1.0315276e7;7787.0;0.0;36170.88
7601;35616.67;3728.38;1655.03;0.0;0.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;1.033784615e7;7557.0;0.0;32243.08
7602;28050.0;4203.57;1865.96;0.0;6415.28;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;1.035109243e7;7581.0;0.0;18923.25
7603;18016.67;3778.64;1677.34;5452.99;7500.0;0.0;9000.0;1200.0;0.0;0.0;0.0;0.0;1.035583048e7;8004.0;0.0;6768.65
7604;8450.0;3264.62;1449.16;11827.99;3731.78;0.0;9900.0;1200.0;0.0;0.0;0.0;0.0;1.035583048e7;8232.0;0.0;0.0
7605;1916.67;3090.99;1372.09;15000.0;0.0;593.25;10800.0;0.0;1200.0;0.0;0.0;0.0;1.035583048e7;8173.0;0.0;0.0
7606;150.0;2675.21;1187.52;14302.06;0.0;3090.27;9600.0;0.0;1200.0;0.0;0.0;0.0;1.035583048e7;8303.0;0.0;0.0
7607;0.0;2686.63;1192.59;10666.44;0.0;3640.78;8400.0;0.0;1200.0;0.0;0.0;0.0;1.035583048e7;8720.0;0.0;0.0
7608;0.0;2718.61;1206.79;6383.17;0.0;3856.6;7200.0;0.0;1200.0;0.0;0.0;0.0;1.035583048e7;8982.0;0.0;0.0
7609;0.0;2743.74;1217.94;1846.0;0.0;1569.1;6000.0;0.0;1200.0;604.0;0.0;1174.21;1.035462248e7;8509.0;0.0;0.0
7610;0.0;2423.91;1075.97;0.0;0.0;-0.0;4800.0;0.0;1200.0;1208.0;0.0;2304.12;1.035220648e7;8212.0;0.0;0.0
7611;0.0;2227.43;988.76;0.0;0.0;-0.0;3600.0;0.0;1200.0;3440.0;0.0;103.81;1.034532648e7;7960.0;0.0;0.0
7612;0.0;1994.41;885.32;-0.0;0.0;0.0;2400.0;0.0;1200.0;1661.0;0.0;1879.27;1.034200448e7;7620.0;0.0;0.0
7613;0.0;2028.68;900.53;0.0;0.0;-0.0;1200.0;0.0;1200.0;3503.79;0.0;0.0;1.03349969e7;7633.0;0.0;0.0
7614;0.0;1836.78;815.34;0.0;0.0;-0.0;-0.0;0.0;0.0;1812.0;0.0;3733.88;1.03313729e7;8198.0;0.0;0.0
7615;216.67;1775.09;787.96;0.0;0.0;-0.0;-0.0;0.0;0.0;5160.0;0.0;1236.28;1.03210529e7;9176.0;0.0;0.0
7616;4516.67;1617.46;717.99;0.0;0.0;-0.0;-0.0;0.0;0.0;430.0;0.0;2815.88;1.03201929e7;10098.0;0.0;0.0
7617;11766.67;1763.67;782.89;0.0;-0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;1.032201726e7;10507.0;0.0;2606.23
7618;19650.0;2268.56;1007.01;0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;1.032979256e7;10618.0;0.0;11107.57
7619;24766.67;2206.87;979.63;0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;1.034115087e7;10527.0;0.0;16226.17
7620;28666.67;2305.11;1023.24;0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;1.035538118e7;10466.0;0.0;20329.01
7621;31066.67;2778.01;1233.16;0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;1.037180097e7;10421.0;0.0;23456.83
7622;32133.33;2519.86;1118.56;0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;1.038890459e7;10138.0;0.0;24433.75
7623;31800.0;2615.81;1161.15;0.0;0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;1.040606787e7;9858.0;0.0;24518.96
7624;30116.67;2604.39;1156.08;0.0;0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;1.042228556e7;9509.0;0.0;23168.14
7625;25383.33;2481.02;1101.32;0.0;5634.2;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;1.043129069e7;9267.0;0.0;12864.47
7626;20000.0;2796.29;1241.27;4789.07;7500.0;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;1.043558208e7;9207.0;0.0;6130.56
7627;11500.0;2622.66;1164.2;11164.07;4512.86;0.0;9000.0;1200.0;0.0;0.0;0.0;0.0;1.043558208e7;9574.0;0.0;0.0
7628;5750.0;2576.97;1143.91;15000.0;0.0;0.0;9900.0;0.0;59.11;0.0;0.0;0.0;1.043558208e7;9530.0;0.0;0.0
7629;1083.33;2497.01;1108.42;15000.0;0.0;3185.23;9840.89;0.0;1200.0;0.0;0.0;0.0;1.043558208e7;9074.0;0.0;0.0
7630;100.0;2378.22;1055.69;11252.67;0.0;4207.1;8640.89;0.0;1200.0;0.0;0.0;0.0;1.043558208e7;8941.0;0.0;0.0
7631;0.0;2200.02;976.59;6303.14;0.0;4854.39;7440.89;0.0;1200.0;0.0;0.0;0.0;1.043558208e7;9231.0;0.0;0.0
7632;0.0;2190.88;972.53;592.09;0.0;503.27;6240.89;0.0;1200.0;4488.31;0.0;0.0;1.042660546e7;9355.0;0.0;0.0
7633;0.0;1985.27;881.26;0.0;0.0;-0.0;5040.89;0.0;1200.0;4681.47;0.0;0.0;1.041724252e7;8748.0;0.0;0.0
7634;0.0;1985.27;881.26;0.0;0.0;-0.0;3840.89;0.0;1200.0;4275.47;0.0;0.0;1.040869159e7;8342.0;0.0;0.0
7635;0.0;1914.45;849.82;0.0;0.0;-0.0;2640.89;0.0;1200.0;4067.73;0.0;0.0;1.040055614e7;8032.0;0.0;0.0
7636;0.0;1848.2;820.41;0.0;0.0;-0.0;1440.89;0.0;1200.0;0.0;0.0;3771.39;1.040055614e7;7640.0;0.0;0.0
7637;0.0;1898.46;842.72;0.0;0.0;-0.0;240.89;0.0;240.89;151.0;0.0;4434.93;1.040025414e7;7568.0;0.0;0.0
7638;0.0;1989.84;883.29;0.0;0.0;-0.0;-0.0;0.0;0.0;430.0;0.0;4677.87;1.039939414e7;7981.0;0.0;0.0
7639;200.0;1953.29;867.06;0.0;0.0;-0.0;-0.0;0.0;0.0;430.0;0.0;5379.65;1.039853414e7;8830.0;0.0;0.0
7640;2183.33;1811.65;804.19;0.0;0.0;-0.0;-0.0;0.0;0.0;151.0;0.0;4769.83;1.039823214e7;9720.0;0.0;0.0
7641;6500.0;1763.67;782.89;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;1160.44;1.039823214e7;10207.0;0.0;0.0
7642;10916.67;2028.68;900.53;0.0;-0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;1.039975175e7;10475.0;0.0;2170.87
7643;15750.0;2389.64;1060.76;0.0;-0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;1.040496563e7;10552.0;0.0;7448.4
7644;18450.0;2085.79;925.88;0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;1.04116973e7;10645.0;0.0;9616.67
7645;20566.67;1909.88;847.79;0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;1.041971254e7;10674.0;0.0;11450.34
7646;21583.33;2024.11;898.5;0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;1.04287089e7;10454.0;0.0;12851.94
7647;22866.67;2225.15;987.74;0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;1.043897549e7;10213.0;0.0;14666.56
7648;22616.67;2190.88;972.53;0.0;0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;1.044928585e7;9851.0;0.0;14729.08
7649;21816.67;2145.19;952.25;0.0;3355.4;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;1.045681904e7;9597.0;0.0;10761.71
7650;18483.33;2602.1;1155.07;2852.09;7500.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;1.045965369e7;9491.0;0.0;4049.5
7651;13933.33;2679.78;1189.55;9227.09;6791.66;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;1.045965369e7;9811.0;0.0;0.0
7652;6400.0;2533.56;1124.65;15000.0;0.0;0.0;9000.0;236.21;0.0;0.0;0.0;0.0;1.045965369e7;9822.0;0.0;0.0
7653;1650.0;2343.95;1040.48;15000.0;0.0;3146.58;9177.16;0.0;1200.0;0.0;0.0;0.0;1.045965369e7;9381.0;0.0;0.0
7654;166.67;2286.83;1015.12;11298.14;0.0;4537.38;7977.16;0.0;1200.0;0.0;0.0;0.0;1.045965369e7;9206.0;0.0;0.0
7655;0.0;1845.92;819.4;5960.05;0.0;5062.68;6777.16;0.0;1200.0;604.0;0.0;0.0;1.045844569e7;9532.0;0.0;0.0
7656;0.0;1580.91;701.76;3.95;0.0;3.36;5577.16;0.0;1200.0;1661.0;0.0;4527.97;1.045512369e7;9675.0;0.0;0.0
7657;0.0;1626.6;722.05;0.0;0.0;-0.0;4377.16;0.0;1200.0;1661.0;0.0;3849.36;1.045180169e7;9059.0;0.0;0.0
7658;0.0;1560.35;692.64;0.0;0.0;-0.0;3177.16;0.0;1200.0;1661.0;0.0;3562.02;1.044847969e7;8676.0;0.0;0.0
7659;0.0;1667.72;740.3;0.0;0.0;-0.0;1977.16;0.0;1200.0;4730.0;0.0;55.98;1.043901969e7;8394.0;0.0;0.0
7660;0.0;1571.77;697.71;0.0;0.0;-0.0;777.16;0.0;777.16;4730.0;0.0;253.37;1.042955969e7;8030.0;0.0;0.0
7661;0.0;1443.83;640.92;0.0;0.0;-0.0;0.0;0.0;-0.0;5590.0;0.0;311.25;1.041837969e7;7986.0;0.0;0.0
7662;0.0;1425.56;632.8;-0.0;0.0;0.0;-0.0;0.0;0.0;5590.0;0.0;780.64;1.040719969e7;8429.0;0.0;0.0
7663;416.67;1487.24;660.18;0.0;0.0;-0.0;-0.0;0.0;0.0;1963.0;0.0;4758.91;1.040327369e7;9286.0;0.0;0.0
7664;3683.33;1375.3;610.49;0.0;0.0;-0.0;-0.0;0.0;0.0;1661.0;0.0;2814.88;1.039995169e7;10145.0;0.0;0.0
7665;11216.67;1475.82;655.11;0.0;-0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;1.040107281e7;10546.0;0.0;1601.6
7666;21266.67;1761.39;781.88;0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;1.040942377e7;10680.0;0.0;11929.93
7667;27683.33;2177.17;966.45;0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;1.042270763e7;10650.0;0.0;18976.95
7668;32683.33;2152.04;955.29;0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;1.04394444e7;10681.0;0.0;23909.67
7669;34883.33;1994.41;885.32;0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;1.045757164e7;10667.0;0.0;25896.06
7670;36100.0;2519.86;1118.56;0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;1.047725314e7;10422.0;0.0;28116.42
7671;37400.0;2976.77;1321.38;0.0;0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;1.049846534e7;10195.0;0.0;30303.15
7672;36066.67;3362.86;1492.77;0.0;0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;1.051938785e7;9833.0;0.0;29889.29
7673;33083.33;4228.7;1877.11;0.0;1883.84;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;1.053794786e7;9591.0;0.0;26514.31
7674;26100.0;4420.6;1962.3;1601.26;7500.0;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;1.054792559e7;9529.0;0.0;14253.9
7675;16750.0;3552.47;1576.94;7976.26;7500.0;0.0;9000.0;1200.0;0.0;0.0;0.0;0.0;1.055022818e7;9890.0;0.0;3289.41
7676;7666.67;2972.2;1319.36;14351.26;763.22;0.0;9900.0;1200.0;0.0;0.0;0.0;0.0;1.055022818e7;9995.0;0.0;0.0
7677;1783.33;2841.98;1261.55;15000.0;0.0;2429.14;10800.0;0.0;1200.0;0.0;0.0;0.0;1.055022818e7;9516.0;0.0;0.0
7678;150.0;2983.62;1324.43;12142.19;0.0;3656.95;9600.0;0.0;1200.0;0.0;0.0;0.0;1.055022818e7;9315.0;0.0;0.0
7679;0.0;3024.74;1342.68;7839.89;0.0;4103.58;8400.0;0.0;1200.0;0.0;0.0;0.0;1.055022818e7;9671.0;0.0;0.0
7680;0.0;2999.61;1331.52;3012.15;0.0;2560.33;7200.0;0.0;1200.0;0.0;0.0;1748.53;1.055022818e7;9840.0;0.0;0.0
7681;0.0;3022.46;1341.67;0.0;0.0;0.0;6000.0;0.0;1200.0;3440.0;0.0;242.88;1.054334818e7;9247.0;0.0;0.0
7682;0.0;3561.61;1581.0;-0.0;0.0;-0.0;4800.0;0.0;1200.0;1359.0;0.0;1177.39;1.054063018e7;8879.0;0.0;0.0
7683;0.0;3579.89;1589.11;0.0;0.0;-0.0;3600.0;0.0;1200.0;1510.0;0.0;727.0;1.053761018e7;8606.0;0.0;0.0
7684;0.0;3378.85;1499.87;0.0;0.0;-0.0;2400.0;0.0;1200.0;2164.29;0.0;0.0;1.053328161e7;8243.0;0.0;0.0
7685;0.0;3033.88;1346.74;0.0;0.0;-0.0;1200.0;0.0;1200.0;1661.0;0.0;958.38;1.052995961e7;8200.0;0.0;0.0
7686;0.0;2921.94;1297.04;-0.0;0.0;0.0;-0.0;0.0;0.0;4424.02;0.0;0.0;1.052111158e7;8643.0;0.0;0.0
7687;400.0;1905.31;845.77;0.0;0.0;-0.0;-0.0;0.0;0.0;860.0;0.0;5482.92;1.051939158e7;9494.0;0.0;0.0
7688;3666.67;1724.83;765.65;0.0;0.0;-0.0;-0.0;0.0;0.0;430.0;0.0;3745.85;1.051853158e7;10333.0;0.0;0.0
7689;10533.33;1724.83;765.65;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;1.051933365e7;10678.0;0.0;1145.82
7690;18133.33;1484.96;659.17;0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;1.052514327e7;10778.0;0.0;8299.46
7691;24000.0;2042.39;906.61;0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;1.053565937e7;10726.0;0.0;15023.0
7692;27900.0;1553.49;689.59;0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;1.054839733e7;10746.0;0.0;18197.09
7693;29250.0;1642.59;729.14;0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;1.056218505e7;10725.0;0.0;19696.73
7694;30050.0;1967.0;873.15;0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;1.057703285e7;10479.0;0.0;21211.14
7695;31966.67;2133.77;947.18;0.0;0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;1.059358618e7;10200.0;0.0;23647.61
7696;30866.67;2184.03;969.49;0.0;0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;1.06097101e7;9786.0;0.0;23034.18
7697;26116.67;2419.34;1073.94;0.0;5792.84;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;1.061891027e7;9474.0;0.0;13143.1
7698;20850.0;2003.55;889.37;4923.92;7500.0;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;1.062289112e7;9356.0;0.0;5686.92
7699;12800.0;1676.86;744.36;11298.92;4354.21;0.0;9000.0;1200.0;0.0;0.0;0.0;0.0;1.062289112e7;9667.0;0.0;0.0
7700;6300.0;1327.32;589.2;15000.0;0.0;322.48;9900.0;0.0;1200.0;0.0;0.0;0.0;1.062289112e7;9739.0;0.0;0.0
7701;1516.67;1073.74;476.63;14620.61;0.0;4983.96;8700.0;0.0;1200.0;0.0;0.0;0.0;1.062289112e7;9251.0;0.0;0.0
7702;166.67;1000.63;444.18;8757.12;0.0;6248.52;7500.0;0.0;1200.0;0.0;0.0;0.0;1.062289112e7;9060.0;0.0;0.0
7703;0.0;900.11;399.56;1405.92;0.0;1195.03;6300.0;0.0;1200.0;1963.0;0.0;3751.3;1.061896512e7;9409.0;0.0;0.0
7704;0.0;1021.19;453.31;0.0;0.0;-0.0;5100.0;0.0;1200.0;5590.0;0.0;1309.5;1.060778512e7;9574.0;0.0;0.0
7705;0.0;1089.73;483.73;0.0;0.0;-0.0;3900.0;0.0;1200.0;5590.0;0.0;669.54;1.059660512e7;9033.0;0.0;0.0
7706;0.0;1117.14;495.9;0.0;0.0;-0.0;2700.0;0.0;1200.0;1963.0;0.0;3890.96;1.059267912e7;8667.0;0.0;0.0
7707;0.0;1135.42;504.01;0.0;0.0;-0.0;1500.0;0.0;1200.0;3800.56;0.0;1730.01;1.058507801e7;8370.0;0.0;0.0
7708;0.0;1098.87;487.79;0.0;0.0;-0.0;300.0;0.0;300.0;5590.0;0.0;528.35;1.057389801e7;8005.0;0.0;0.0
7709;0.0;1210.81;537.48;0.0;0.0;-0.0;-0.0;0.0;0.0;5590.0;0.0;630.71;1.056271801e7;7969.0;0.0;0.0
7710;0.0;1158.27;514.15;0.0;0.0;-0.0;-0.0;0.0;0.0;5590.0;0.0;1124.58;1.055153801e7;8387.0;0.0;0.0
7711;366.67;1274.78;565.87;0.0;0.0;-0.0;-0.0;0.0;0.0;5590.0;0.0;1468.68;1.054035801e7;9266.0;0.0;0.0
7712;3050.0;1283.92;569.93;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;5208.15;1.054035801e7;10112.0;0.0;0.0
7713;9116.67;1574.05;698.72;0.0;0.0;-0.0;0.0;911.44;0.0;0.0;0.0;0.0;1.054035801e7;10478.0;0.0;0.0
7714;15600.0;1720.27;763.62;0.0;-0.0;0.0;683.58;1200.0;0.0;0.0;0.0;0.0;1.054474483e7;10617.0;0.0;6266.89
7715;21983.33;1951.0;866.05;0.0;0.0;0.0;1583.58;1200.0;0.0;0.0;0.0;0.0;1.05538465e7;10598.0;0.0;13002.39
7716;25466.67;2019.54;896.47;0.0;0.0;0.0;2483.58;1200.0;0.0;0.0;0.0;0.0;1.056544808e7;10609.0;0.0;16573.68
7717;28516.67;2017.26;895.46;0.0;0.0;0.0;3383.58;1200.0;0.0;0.0;0.0;0.0;1.057919354e7;10593.0;0.0;19636.38
7718;29316.67;2624.95;1165.21;0.0;0.0;0.0;4283.58;1200.0;0.0;0.0;0.0;0.0;1.059432462e7;10291.0;0.0;21615.82
7719;31833.33;2789.43;1238.23;0.0;0.0;0.0;5183.58;1200.0;0.0;0.0;0.0;0.0;1.061161181e7;9965.0;0.0;24695.99
7720;31050.0;3223.5;1430.91;0.0;0.0;0.0;6083.58;1200.0;0.0;0.0;0.0;0.0;1.06290869e7;9540.0;0.0;24964.41
7721;29750.0;3390.27;1504.94;0.0;919.0;0.0;6983.58;1200.0;0.0;0.0;0.0;0.0;1.064542224e7;9190.0;0.0;23336.21
7722;24316.67;3730.67;1656.04;781.15;7500.0;0.0;7883.58;1200.0;0.0;0.0;0.0;0.0;1.06537742e7;9072.0;0.0;11931.37
7723;16550.0;3511.35;1558.68;7156.15;7500.0;0.0;8783.58;1200.0;0.0;0.0;0.0;0.0;1.065631803e7;9286.0;0.0;3634.04
7724;8033.33;2851.12;1265.61;13531.15;1728.06;0.0;9683.58;1200.0;0.0;0.0;0.0;0.0;1.065631803e7;9222.0;0.0;0.0
7725;2150.0;2490.16;1105.38;15000.0;0.0;1897.46;10583.58;0.0;1200.0;0.0;0.0;0.0;1.065631803e7;8843.0;0.0;0.0
7726;200.0;2257.13;1001.94;12767.69;0.0;4125.93;9383.58;0.0;1200.0;0.0;0.0;0.0;1.065631803e7;8785.0;0.0;0.0
7727;0.0;2286.83;1015.12;7913.66;0.0;4731.04;8183.58;0.0;1200.0;0.0;0.0;0.0;1.065631803e7;9233.0;0.0;0.0
7728;0.0;2197.74;975.57;2347.72;0.0;1995.57;6983.58;0.0;1200.0;1290.0;0.0;1753.13;1.065373803e7;9412.0;0.0;0.0
7729;0.0;2460.46;1092.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5181.35;1.083124846e7;8734.0;0.0;0.0
7730;0.0;2291.4;1017.15;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;5013.45;1.083124846e7;8322.0;0.0;0.0
7731;0.0;2353.09;1044.53;0.0;0.0;-0.0;0.0;0.0;-0.0;430.0;0.0;4171.38;1.083038846e7;7999.0;0.0;0.0
7732;0.0;2033.25;902.56;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;0.0;346.2;1.082178846e7;7582.0;0.0;0.0
7733;0.0;1978.42;878.22;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;0.0;289.36;1.081318846e7;7446.0;0.0;0.0
7734;0.0;2277.7;1011.07;0.0;0.0;-0.0;0.0;0.0;-0.0;1596.4;0.0;2755.84;1.080999566e7;7641.0;0.0;0.0
7735;300.0;2398.78;1064.81;0.0;0.0;-0.0;0.0;0.0;-0.0;4192.41;0.0;0.0;1.080161084e7;7956.0;0.0;0.0
7736;4800.0;2485.59;1103.35;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;39.06;1.080161084e7;8428.0;0.0;0.0
7737;13533.33;2672.92;1186.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.080751238e7;8962.0;0.0;8430.76
7738;24050.0;3282.9;1457.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.08211408e7;9321.0;0.0;19469.17
7739;31783.33;3109.27;1380.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.083998606e7;9351.0;0.0;26921.81
7740;37550.0;3246.34;1441.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.086299114e7;9373.0;0.0;32864.39
7741;40983.33;3467.94;1539.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.088850802e7;9538.0;0.0;36452.7
7742;42683.33;3817.48;1694.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.091585029e7;9135.0;0.0;39060.39
7743;41483.33;4548.54;2019.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.094334417e7;8774.0;0.0;39276.96
7744;38300.0;5053.42;2243.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.096941401e7;8354.0;0.0;37242.63
7745;33816.67;4902.64;2176.28;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;1.099154352e7;8082.0;0.0;31613.59
7746;26616.67;4891.22;2171.21;0.0;2065.07;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;1.100719763e7;8051.0;0.0;22363.02
7747;17066.67;3949.98;1753.39;1755.31;7500.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;1.101121496e7;8331.0;0.0;5739.05
7748;8266.67;3691.83;1638.8;8130.31;4070.3;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;1.101121496e7;8327.0;0.0;0.0
7749;1866.67;3963.69;1759.48;11590.06;0.0;465.16;3600.0;0.0;0.0;0.0;0.0;0.0;1.101121496e7;8055.0;0.0;0.0
7750;50.0;4299.52;1908.55;11042.81;0.0;561.93;3600.0;0.0;1200.0;0.0;0.0;0.0;1.101121496e7;8020.0;0.0;0.0
7751;0.0;4059.64;1802.07;10381.72;0.0;2658.29;2400.0;0.0;0.0;0.0;0.0;0.0;1.101121496e7;8520.0;0.0;0.0
7752;0.0;4233.27;1879.14;7254.32;0.0;1993.76;2400.0;0.0;685.83;0.0;0.0;0.0;1.101121496e7;8792.0;0.0;0.0
7753;0.0;3979.68;1766.58;4908.73;0.0;2453.74;1714.17;0.0;0.0;0.0;0.0;0.0;1.101121496e7;8200.0;0.0;0.0
7754;0.0;4292.67;1905.51;2021.98;0.0;1566.82;1714.17;0.0;0.0;0.0;0.0;0.0;1.101121496e7;7765.0;0.0;0.0
7755;0.0;4521.12;2006.92;178.65;0.0;0.0;1714.17;0.0;859.96;0.0;0.0;0.0;1.101121496e7;7388.0;0.0;0.0
7756;0.0;4690.18;2081.96;178.65;0.0;151.86;854.21;0.0;0.0;0.0;0.0;0.0;1.101121496e7;6924.0;0.0;0.0
7757;0.0;4822.68;2140.78;0.0;0.0;-0.0;854.21;280.47;0.0;0.0;0.0;0.0;1.101121496e7;6683.0;0.0;0.0
7758;0.0;4774.71;2119.49;0.0;0.0;-0.0;1064.56;220.19;0.0;0.0;0.0;0.0;1.101121496e7;6674.0;0.0;0.0
7759;400.0;4607.93;2045.46;0.0;0.0;-0.0;1229.71;360.39;0.0;0.0;0.0;0.0;1.101121496e7;6693.0;0.0;0.0
7760;4083.33;4548.54;2019.09;0.0;0.0;0.0;1500.0;1200.0;0.0;0.0;0.0;0.0;1.101298524e7;6922.0;0.0;2528.96
7761;11733.33;4715.31;2093.12;0.0;0.0;0.0;2400.0;1200.0;0.0;0.0;0.0;0.0;1.101996267e7;7374.0;0.0;9967.76
7762;20333.33;4537.11;2014.02;0.0;0.0;0.0;3300.0;1200.0;0.0;0.0;0.0;0.0;1.1032472e7;7814.0;0.0;17870.47
7763;28733.33;4749.58;2108.33;0.0;0.0;0.0;4200.0;1200.0;0.0;0.0;0.0;0.0;1.105090456e7;8059.0;0.0;26332.24
7764;34600.0;4480.0;1988.67;0.0;0.0;0.0;5100.0;1200.0;0.0;0.0;0.0;0.0;1.107305443e7;8226.0;0.0;31642.67
7765;38416.67;4315.51;1915.65;0.0;0.0;0.0;6000.0;1200.0;0.0;0.0;0.0;0.0;1.109750741e7;8515.0;0.0;34932.83
7766;39883.33;4354.35;1932.89;0.0;0.0;0.0;6900.0;1200.0;0.0;0.0;0.0;0.0;1.112335321e7;8048.0;0.0;36922.57
7767;40150.0;4573.67;2030.25;0.0;0.0;0.0;7800.0;1200.0;0.0;0.0;0.0;0.0;1.114990835e7;7618.0;0.0;37935.91
7768;38000.0;4756.43;2111.37;0.0;0.0;0.0;8700.0;1200.0;0.0;0.0;0.0;0.0;1.117540502e7;7244.0;0.0;36423.8
